	Sample_H1_08	Sample_H1_09	Sample_H1_10	Sample_H1_11	Sample_H1_12	Sample_H1_14	Sample_H1_19	Sample_H1_22	Sample_H1_29	Sample_H2_05	Sample_H2_09	Sample_H2_107	Sample_H2_109	Sample_H2_119	Sample_H2_13	Sample_H2_24	Sample_H2_25	Sample_H2_28	Sample_H2_37	Sample_H2_46	Sample_H2_61	Sample_H2_76	Sample_H2_82	Sample_H2_84	Sample_H2_92	Sample_H2_96	Sample_P01	Sample_P02	Sample_P03	Sample_P06	Sample_P08	Sample_P11	Sample_P12	Sample_P15	Sample_P18	Sample_s11	Sample_s104	Sample_s109	Sample_s112	Sample_s115	Sample_s127	Sample_s128	Sample_s143	Sample_s148	Sample_s153	Sample_s154	Sample_s156	Sample_s158	Sample_s159	Sample_s164	Sample_s167	Sample_s168	Sample_s181	Sample_s184	Sample_s185	Sample_s189	Sample_s200	Sample_s201	Sample_s203	Sample_s207	Sample_s209	Sample_s77	Sample_s82	Sample_s89	Sample_s90	Sample_s91	Sample_s92	Sample_s94	Sample_s96	Sample_s97	Sample_s98	Sample_s99	Sample_S10A	Sample_S11A	Sample_S12A	Sample_S13A	Sample_S14A	Sample_S15A	Sample_S16A	Sample_S17A	Sample_S18A	Sample_S19A	Sample_S1A	Sample_S20A	Sample_S21A	Sample_S22A	Sample_S23A	Sample_S24A	Sample_S25A	Sample_S26A	Sample_S27A	Sample_S28A	Sample_S29A	Sample_S2A	Sample_S30A	Sample_S31A	Sample_S32A	Sample_S33A	Sample_S34A	Sample_S35A	Sample_S36A	Sample_S37A	Sample_S38A	Sample_S39A	Sample_S3A	Sample_S40A	Sample_S41A	Sample_S42A	Sample_S43A	Sample_S4A	Sample_S5A	Sample_S6A	Sample_S7A	Sample_S8A	Sample_S9A	Sample_S10B	Sample_S11B	Sample_S12B	Sample_S13B	Sample_S14B	Sample_S15B	Sample_S16B	Sample_S17B	Sample_S18B	Sample_S19B	Sample_S1B	Sample_S20B	Sample_S21B	Sample_S22B	Sample_S23B	Sample_S24B	Sample_S25B	Sample_S26B	Sample_S27B	Sample_S28B	Sample_S29B	Sample_S2B	Sample_S30B	Sample_S31B	Sample_S32B	Sample_S33B	Sample_S34B	Sample_S35B	Sample_S36B	Sample_S37B	Sample_S38B	Sample_S39B	Sample_S3B	Sample_S40B	Sample_S41B	Sample_S42B	Sample_S43B	Sample_S4B	Sample_S5B	Sample_S6B	Sample_S7B	Sample_S8B	Sample_S9B
Sample_s168.26	-0.209724751	-0.209724751	-0.209724751	1.933680078	-0.209724751	1.33468312	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	0.373970116	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	2.105088795	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	2.321418835	-0.209724751	-0.209724751	2.501178144	-0.209724751	1.495602175	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	0.731756942	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	0.730429731	1.414192384	-0.209724751	0.022296153	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	0.661835712	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	1.691534843	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	2.681574165	-0.209724751	-0.209724751	-0.209724751	1.77508548	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	1.298343831	-0.209724751	-0.209724751	-0.209724751	-0.209724751	1.139742059	-0.209724751	-0.209724751	-0.209724751	-0.209724751	1.701764255	-0.209724751	-0.209724751	-0.209724751	3.237563506	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751	-0.209724751
Sample_s168.35	-0.130707366	1.205571184	-0.130707366	0.927604657	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	0.576603522	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	0.361265136	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	0.510512602	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	1.761575169	-0.130707366	-0.130707366	-0.130707366	3.070169555	0.025895564	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	1.294266442	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	0.558281179	-0.130707366	-0.130707366	1.550759579	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	0.764603276	1.170577114	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	1.287057416	1.054314195	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	1.755796714	-0.130707366	0.554885303	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366	-0.130707366
Sample_S16A.3	-0.611220837	0.614328357	-0.006741023	1.11423418	0.630454004	1.136359645	-0.352704078	0.588428473	-0.611220837	1.65515287	1.406593278	0.658539185	0.606648605	-0.611220837	1.055788992	-0.611220837	0.632310377	-0.249245891	0.649700855	-0.611220837	-0.611220837	0.602505282	-0.611220837	1.713453032	1.974843966	-0.611220837	0.943821727	0.458514613	-0.611220837	0.81293734	1.516188311	-0.611220837	0.645268621	-0.611220837	0.221626011	1.013009827	1.107572638	-0.611220837	-0.611220837	1.230593609	0.049242378	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	0.655122218	1.160771131	-0.205422353	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	0.126052343	0.068202959	1.499833516	-0.611220837	-0.611220837	-0.611220837	0.46928751	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	0.473795499	0.509778716	0.785909167	0.614948287	1.546644526	1.178852647	1.961400647	0.427845466	0.05124796	-0.611220837	1.96531607	-0.611220837	-0.611220837	-0.611220837	1.124528487	0.536337335	0.294223688	-0.611220837	1.970125297	-0.611220837	0.169836775	-0.611220837	0.791391342	-0.611220837	1.363468219	1.473396775	0.99525855	-0.611220837	1.600380053	2.00760071	0.049045216	-0.611220837	-0.611220837	-0.611220837	0.20278322	0.827395057	-0.611220837	-0.611220837	1.424860052	0.884336705	2.402979235	-0.611220837	1.308489264	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	0.137086391	-0.611220837	-0.611220837	-0.611220837	-0.145349773	-0.611220837	-0.611220837	-0.322298271	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.033202081	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.199100389	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.611220837	-0.183928816
Sample_S16A.46	-0.298667229	-0.298667229	0.943211119	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	3.049433547	1.885496396	1.513078868	-0.298667229	1.047908994	-0.298667229	1.367751207	1.492148408	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	1.44284871	-0.298667229	-0.298667229	-0.298667229	-0.298667229	0.630313726	-0.298667229	-0.298667229	-0.298667229	-0.298667229	0.543114061	-0.298667229	1.555682608	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	1.695244303	-0.298667229	-0.298667229	0.606179537	-0.298667229	-0.298667229	-0.298667229	0.905604837	-0.298667229	2.145969898	-0.298667229	-0.298667229	-0.298667229	-0.298667229	3.231229413	-0.298667229	-0.298667229	-0.298667229	1.595213656	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	0.660156554	-0.298667229	-0.298667229	-0.298667229	-0.298667229	1.62811933	-0.298667229	1.600507286	-0.298667229	-0.298667229	-0.298667229	-0.298667229	2.313937181	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	1.119257216	1.021742719	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	0.817244563	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	1.733773736	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	2.878906404	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229	-0.298667229
Sample_S16A.5	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	2.310683067	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	0.90207515	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	1.000082809	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	2.558145346	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	1.145870217	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	1.880465086	-0.073289727	0.482841489	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	0.713295889	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727	-0.073289727
Sample_S16B.16	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	2.058912663	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	3.531443251	-0.309536544	-0.309536544	-0.309536544	2.7861557	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	3.045964095	3.967131122	2.969262408	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	2.49799043	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	3.764063788	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	1.166289434	1.724701793	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	4.447536046	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	3.310043771	2.835446866	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	2.637601634	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	-0.309536544	3.521182774	-0.309536544	-0.309536544
Sample_S17A.23	-0.093857249	-0.093857249	-0.093857249	0.523849287	1.278235027	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	2.225335795	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	0.58409532	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	1.241373201	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	2.392223834	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	1.843033996	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	2.247705913	-0.093857249	0.189586461	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	1.365434009	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249	-0.093857249
Sample_S17B.10	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	4.716101635	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	5.220947691	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	3.704195025	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	4.668061919	-0.146064299	0.742067164	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	3.150400029	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299	-0.146064299
Sample_S17B.26	-0.339012043	-0.339012043	-0.339012043	1.744526064	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	0.617566929	-0.339012043	0.576581803	-0.339012043	-0.339012043	0.608052846	-0.339012043	-0.339012043	-0.339012043	0.935347607	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.065723784	-0.339012043	-0.339012043	-0.339012043	1.444266891	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	1.932728072	1.639732703	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	2.445903771	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	1.158985588	2.028566948	-0.339012043	-0.339012043	1.448800171	-0.339012043	1.694264309	1.288361647	1.25040775	-0.339012043	0.178031608	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	0.247806205	0.5743752	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	0.302045004	-0.339012043	-0.339012043	-0.339012043	0.264683304	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	0.515264769	-0.339012043	-0.339012043	1.10030509	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	2.031953703	-0.339012043	-0.339012043	-0.339012043	1.48410368	-0.339012043	2.425661691	2.026367039	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	2.342888566	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	1.167829352	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	-0.339012043	1.083914915	-0.339012043	1.500203415	2.447068847	-0.339012043	-0.339012043	1.935633716	-0.339012043	-0.339012043	-0.339012043	-0.339012043
Sample_S17B.36	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	2.447883655	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	2.645173737	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	3.25739274	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	0.960143874	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403	-0.060458403
Sample_S17B.42	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	2.44816148	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385	-0.015593385
